"","ID","URL","Title","body","Country","Group","Protest","Protest_Typ","Discrim","Discrim_Type"
"62",186,"https://news.yahoo.com/bulgarians-witness-biggest-building-demolition-134738743.html","Bulgarians witness biggest building demolition in a generation","A perimeter of 150 metres was cordoned off for safety as the controlled demolition took place. People living in the surrounding areas were not evacuated, but were advised not to go out onto their terraces or car parks. When construction began in 1983 the building was intended to be the headquarters for several print publications, including ""Rabotnichesko Delo"" (Workers Deed), the official newspaper of the Bulgarian Communist Party committee, but the site was never completed. Communism collapsed in the country in 1989 and the building was left unfinished. In 2018, it was bought by ""Iztok Plaza Invest,"" however no announcement was made on how the area would be utilised.","BUL","bulgarian",0,0,0,0
"63",187,"https://bnr.bg/en/post/101251811/bulgarians-to-be-flown-out-of-cyrus-by-charter-flight-on-13-april","Bulgarians to be flown out of Cyprus by charter flight on 13 April"," On 13 April, the Bulgarian Foreign Ministry and the Bulgarian embassy in Nicosia are organizing, jointly with the airline Bulgaria Air and the travel agency Air Travel, an unscheduled passenger charter flight Larnaca-Sofia for flying Bulgarian nationals out of Cyprus due to the COVID-19 epidemic. The Bulgarian Ministry of Foreign Affairs is asking all people who have not submitted the data necessary by 2 April, 2020, to email it at info@airtravel.bg. Only people who have made prior requests and have paid the cost of their airline ticket will be transported. For further information please contact Air Travel agency: Tel.: +359 887 601 776 (Viber, WhatsApp)E-mail: info@airtravel.bg Contact person: Bogdan Kanev   ""I believe in the power of real justice, I believe in the standard procedures of parliament and I hope that by following them we will achieve real justice. We shall not allow the prosecution to be used as a bludgeon."" This was what.. On Thursday morning there will be low visibility in the valleys and lowlands. It will be sunny during the day. Clouds will form over the mountains and Western Bulgaria in the afternoon hours with a chance of local showers. The lowest temperatures.. Relatives of people who died in road accidents staged a protest in front of the Sofia Court House and later in front of the National Assembly. The protest began with a minute's silence in memory of the perished. Protesters called for legislative..     The chairman of the State Agency for National Security (SANS) Plamen Tonchev announced at his hearing in the parliament today about an established case.. The caretaker cabinet is proposing, to the National Assembly, an extension of the budget 2022 extension law, until a new state budget for the current.. The Supreme Administrative Court of Bulgaria has definitively refused Russian opposition activist and opponent of Russia’s war against Ukraine.. english@bnr.bg +359 2 9336 661 ","none","bulgarian",0,0,0,0
"64",194,"https://bnr.bg/en/post/101255209/several-countries-to-allow-bulgarians-whose-identity-documents-have-expired-to-return-to-their-home-country","Several countries to allow Bulgarians whose identity documents have expired to return to their home country","NULL","none","bulgarian",0,0,0,0
"65",196,"https://www.youtube.com/watch?v=82eR38pDMAQ","Tannenberg  | Bulgarians <U+25BA> Random Moments # 11","","none","none",0,0,0,0
"66",197,"https://sofiaglobe.com/2020/04/29/alpha-research-poll-70-of-bulgarians-want-public-parks-open-to-all/","Alpha Research poll: 70% of Bulgarians want public parks open to all","Bulgaria’s independent English-language news and features website.  Seventy per cent of Bulgarians polled in an Alpha Research poll want public parks and gardens open for visits by everyone, while 61 per cent favour an end to intercity travel restrictions. The results of the poll, done for Bulgarian National Television’s Referendum talk show, were announced in the April 28 evening broadcast. Forty-eight per cent of those polled saw the opening of kindergartens and primary schools as a priority. Overall, 54.1 per cent wanted fewer measures against the spread of Covid-19, but over a longer period of time. In contrast, 43.8 per cent favoured more measures, but over a shorter period of time. About 2.1 per cent were undecided, the Alpha Research poll found. Separately, in an interview with Bulgarian National Radio, Alpha Research’s Boryana Dimitrova, referring to the results of a poll to be announced in coming days, said that there was a high degree of public confidence in the national operational headquarters against Covid-19. “Bulgaria is an interesting case, where on the one hand we have the national operational headquarters, which is an advisory body. In purely managerial terms, this has proved to a useful move, Bulgaria has confidence in the operational HQ and its firm positions, while the approach of clear principles, valid for all, works well. “At the same time, the political power, the government, retains the possibility to agree or not agree with some of the measures proposed by the operational HQ. That is a wonderful opportunity, in which the operational HQ bears the main burden of the ban, while the government retains the opportunity of adaptation in this situation,” Dimitrova said. The desire to loosen the measures did not translate into a decline in confidence in the government, she said. “To be annoyed by some decisions – how a walk in the park is organised, how to get in and out of big cities – does not call into question the big principles of behaviour.” Dimitrova said that at the beginning of the coronavirus crisis in Bulgaria, there was a clear cohesion and mobilisation of people, with a high degree of self-discipline, to follow the measures because of the fear of infection. She said that it was normal, given the lack of an increase in the incidence rate in Bulgaria, that this desire for adherence to the measures would gradually weaken. During the State of Emergency and after the hearing of Prime Minister Boiko Borissov in Parliament, the opposition Bulgarian Socialist Party had failed to make any gains, Dimitrova said. (Photo, of tape sealing off access to a side entrance to Zaimov Park in Sofia: Clive Leviev-Sawyer) Please support The Sofia Globe through our Patreon page For the rest of The Sofia Globe’s continuing coverage of the Covid-19 situation in Bulgaria, please click here. Section supported by the Embassy of Switzerland comments The Sofia Globe - the Sofia-based fully independent English-language news and features website, covering Bulgaria, the Balkans and the EU. Sign up to subscribe to sofiaglobe.com's daily bulletin through the form on our homepage. https://www.patreon.com/user?u=32709292 The Sofia Globe team can testify that upholding the globe is reminiscent of the work of Atlas. Please support us in continuing to offer - as we set out to do when we launched in June 2012 - journalism that is truly independent and informed. All donations are gratefully received as we put in place our plans to grow in the years ahead. Check your inbox or spam folder to confirm your subscription.  The Sofia Globe provides news, features, insight and analysis about Bulgaria, Central and Eastern Europe and the wider world according to the high professional standards of independence and objectivity that we have set ourselves in our Editorial Charter. Read more about us. Contacts For editorial, advertising and general inquiries, please e-mail [email protected]. Legal Notice Действителен собственик на настоящото издание е Клайв Левиев-Сойър.","BUL","bulgarian",0,0,0,0
"67",199,"https://bnr.bg/en/post/101255139/nearly-62000-bulgarians-lost-their-jobs-during-state-of-emergency","Nearly 62,000 Bulgarians lost their jobs during state of emergency"," A total of 61,644 Bulgarians registered at the employment offices since the beginning of the state of emergency, this country’s Minister of Labor and Social Policy Denitsa Sacheva announced. Some of these people have lost their jobs in Bulgaria due to the coronavirus crisis and some have returned from abroad. 32,000 people applied for unemployment benefits in the abovementioned period. Meanwhile, 9,830 people started work during the state of emergency.   ""I believe in the power of real justice, I believe in the standard procedures of parliament and I hope that by following them we will achieve real justice. We shall not allow the prosecution to be used as a bludgeon."" This was what.. On Thursday morning there will be low visibility in the valleys and lowlands. It will be sunny during the day. Clouds will form over the mountains and Western Bulgaria in the afternoon hours with a chance of local showers. The lowest temperatures.. Relatives of people who died in road accidents staged a protest in front of the Sofia Court House and later in front of the National Assembly. The protest began with a minute's silence in memory of the perished. Protesters called for legislative..     The chairman of the State Agency for National Security (SANS) Plamen Tonchev announced at his hearing in the parliament today about an established case.. The caretaker cabinet is proposing, to the National Assembly, an extension of the budget 2022 extension law, until a new state budget for the current.. The Supreme Administrative Court of Bulgaria has definitively refused Russian opposition activist and opponent of Russia’s war against Ukraine.. english@bnr.bg +359 2 9336 661 ","BUL","bulgarian",0,0,0,0
"68",201,"https://www.romaniajournal.ro/business/eurostat-romanians-and-bulgarians-on-the-last-places-on-online-shopping-last-year/","Eurostat: Romanians and Bulgarians, on the last places on online shopping last year","The Romania Journal - Daily News in English from Romania - Daily news in English from Romania - Advertisement - Get real time updates directly on you device, subscribe now. High shares of people who shopped online during the previous year were recorded in particular in the Scandinavian countries. The highest shares were found in Denmark (84%) and Sweden (82%), followed by the Netherlands (81%), Germany (79%) and Finland (73%). However, the highest increase over the last 10 years was in Estonia, with the share of online shoppers up 51 percentage points from 17% in 2009 to 68% in 2019. Romania (23%) and Bulgaria (22%) ranked at the bottom of the online shopping chart. - Advertisement - Prev Post US Ambassador in Bucharest: Romania will receive $800,000 as health assistance in the fight against COVID-19 Next Post Quarter of Europe’s jobs at risk due to the COVID-19 crisis, report says Humans.AI launches blockchain innovation for safe AI management Online therapy platform lures new EUR 2.15 M investment Central bank steps in the ANPC – banks dispute: The current disputes to be… UK and European banks progress Basel III reform programmes despite rising regulatory… Your email address will not be published.     Save my name, email, and website in this browser for the next time I comment.  Latest News Gov’t comes with a new offer to teachers: Pay… Insta-Locations of Europe: Your Guide for the Next Trip Romanians are traveling more this summer – and… This website uses cookies to improve your experience. We'll assume you're ok with this, but you can opt-out if you wish. Accept Read More Welcome, Login to your account. Recover your password. A password will be e-mailed to you.","BUL","bulgarian",0,0,0,0
"69",203,"https://www.novinite.com/articles/203944/Gallup+International%3A+Bulgarians+Accept+Emergency+Measures+but+Fear+for+Economy","Gallup International: Bulgarians Accept Emergency Measures but Fear for Economy - Novinite.com - Sofia News Agency","HOT: » Greek Ambassador: Bulgaria is our Most Important Economic and Trade partner in the Region #AmbassadorTalks  Over the past week there has been no change in Bulgarians’ attitudes with regard the coronavirus, indicate the second wave of survey by Gallup International, BNR reported. Two-thirds of the respondents say that the measures taken by the authorities are sufficient. There is a slight increase, up to 20%, in the number of people who regard the measures as excessive, and they are mostly young people. The measures are “unpleasant but bearable” according to 82% of Bulgarians. What is worrying is the economic perception. One-third of respondents say their incomes have dropped, another 25%, mostly elderly people, say they expect this to happen. 6% have lost their jobs, for another 10% this is imminent. 70% say their jobs are not at risk. We need your support so Novinite.com can keep delivering news and information about Bulgaria! Thank you! Google Street View is again on its way through Bulgaria Bulgaria has the Largest Gray Economy in Europe","BUL","bulgarian",0,0,0,0
"70",206,"https://bnr.bg/en/post/101256470/43-of-the-bulgarians-expect-lower-incomes-due-to-the-covid-19-crisis","43% of the Bulgarians expect lower incomes due to the Covid-19 crisis"," 43% of the Bulgarians expect that they will receive lower incomes due to the Covid-19 crisis, a survey of Trend sociological agency shows. One-third of the respondents fear that they may lose their jobs, and according to 80% of the Bulgarians, the world will not be the same after the coronavirus pandemic. The sociologists register increased anxiety about the social and economic consequences of the Covid-19 crisis and growing expectations for even stronger economic intervention by the state.   ""I believe in the power of real justice, I believe in the standard procedures of parliament and I hope that by following them we will achieve real justice. We shall not allow the prosecution to be used as a bludgeon."" This was what.. On Thursday morning there will be low visibility in the valleys and lowlands. It will be sunny during the day. Clouds will form over the mountains and Western Bulgaria in the afternoon hours with a chance of local showers. The lowest temperatures.. Relatives of people who died in road accidents staged a protest in front of the Sofia Court House and later in front of the National Assembly. The protest began with a minute's silence in memory of the perished. Protesters called for legislative..     The chairman of the State Agency for National Security (SANS) Plamen Tonchev announced at his hearing in the parliament today about an established case.. The caretaker cabinet is proposing, to the National Assembly, an extension of the budget 2022 extension law, until a new state budget for the current.. The Supreme Administrative Court of Bulgaria has definitively refused Russian opposition activist and opponent of Russia’s war against Ukraine.. english@bnr.bg +359 2 9336 661 ","BUL","bulgarian",0,0,0,0
"71",207,"https://www.novinite.com/articles/204227/Eurostat%3A+Only+22+of+the+Bulgarians+Shop+Online","Eurostat: Only 22% of the Bulgarians Shop Online - Novinite.com - Sofia News Agency","HOT: » Greek Ambassador: Bulgaria is our Most Important Economic and Trade partner in the Region #AmbassadorTalks  We need your support so Novinite.com can keep delivering news and information about Bulgaria! Thank you! Google Street View is again on its way through Bulgaria Bulgaria has the Largest Gray Economy in Europe","BUL","bulgarian",0,0,0,0
"72",208,"https://perceptivetravel.com/blog/2020/04/17/bulgarians/","Spending a Weekend with Bulgarians at a Music Festival","Before I left America, I had no idea what Bulgarians were like, let alone where the country of Bulgaria was! After spending a weekend there, I can say they are some phenomenally fun people! I passed through Bulgaria on my backpacking adventure through the Balkan countries. The Balkan peninsula is the one that extends down into the Mediterranean with Greece at the southern end. North Macedonia is above Greece, and Bulgaria is above North Macedonia. I had an overnight bus from Istanbul which got me into Sofia (the capital of Bulgaria), around 6 in the morning. Unfortunately, my tablet was dead (which was my only mobile device), and thus my adventures began. Due to a miscommunication, I went to the city center to meet my Couchsurfing host while she went to the bus station. I managed to find a guy sitting on a bench who was willing to give her a call. While I waited for her to arrive, I had a fascinating chat with the guy as he knew a bit of English. When she arrived, she was shocked at the man I’d chosen to talk to, claiming he was ex-mafia and she would never have approached him. I guess looks aren’t everything! We got back to her flat and since I barely slept on the bus (due to some real mafia members smuggling bags of white powder across the border), I passed out on the couch within minutes. When I awoke a couple hours later, she asked me if I wanted to go out to a music festival in the countryside, as she didn’t want to go alone. Of course, I said yes! We jumped on a bus to take us half-way out to Ezdimirtsi, a tiny farming village near the Serbian border, and found a pick-up truck to give us a lift the rest of the way. Her roommate ended up coming with us, and the back of the truck was full of other Bulgarians headed to the festival. Interestingly enough, her roommate rarely wore more than a pair of shorts while walking around town (no shirt or shoes), which is completely acceptable in Bulgaria. The organization of the festival was fascinating, to say the least. It was a local affair with several bands performing, and the stage construction was rather decent. I’d say about 300-400 people came to listen. Unfortunately, less than a dozen of those spoke any English, as far as I could tell. English as a second language isn’t big in Bulgaria.  Things got interesting on the first night when they realized no one had brought food for dinner. They started a collection and went off to the market (which wasn’t close), only to return a couple hours later with no food and a couple hundred gallons of beer! Finally around midnight, hunger won out and they pilfered some vegetables from the nearby farms to use in a massive stew (which wasn’t that good, but I don’t think anyone noticed after the beer). Nearly everyone had their own bottle of homemade mastika (moonshine) too, so things were pretty wild. The next day, several of us piled into a convertible to visit one of the nearby waterfalls. And by several of us, I mean we managed to fit 12 people in, on and practically under the car. Things got a little terrifying when we came around a bend at high speed and had another car just in front of us, but we managed to avoid an accident (not sure how, considering how inebriated everyone was). At least the waterfall was worth the hellish drive. I spent quite some time in the water escaping from the blistering summer heat.  After several more adventures at the festival, my host and I went back to Sofia. I got on a walking tour to see the city, learn the history (which is quite extensive), explore the Roman ruins and discover their surprisingly beautiful churches. It definitely wasn’t what I expected to find there, especially after the NATO operations in the Balkans left so many Balkan cities in ruins (like Skopje, Macedonia which lost 95% of its buildings!)  Before leaving, I found a restaurant selling lamb kofte (Turkish meatballs). They were so good, I ordered two more portions to take with me on my bus ride to Belgrade, Serbia. Overall, the weekend was fantastic, and I was really happy with how enjoyable and laid back the locals were, including the old ex-mafia don I met at the waterfalls.  I should probably mention that my host explained to me how the mafia men marked themselves with tattoos. As many of them were incarcerated or killed off, any who remained with extensive tattoos were undoubtedly quite powerful. Of course, that might be more opinion than fact, but still an interesting part of my adventure there. And unlike the portrayal of Albanian mafia in the movie Taken (which don’t actually exist in Albania), Bulgarian mafia men were really friendly! Skye is an adventure blogger photographing the world, eating good food and helping travelers everywhere. He started SkyeTravels.com to help other travelers follow their dreams. He's always looking for the next adventure.     Save my name, email, and website in this browser for the next time I comment.   Δdocument.getElementById(""ak_js_1"").setAttribute(""value"",(new Date()).getTime()); This site uses Akismet to reduce spam. Learn how your comment data is processed.","BUL","bulgarian",0,0,0,0
"73",209,"https://www.novinite.com/articles/204303/2000+km+Away+from+the+Green+Deal%3A+How+the+History+of+One+Power+Plant+Turned+into+Destiny+for+Several+Generations+of+Bulgarians","2000 km Away from the Green Deal: How the History of One Power Plant Turned into Destiny for Several Generations of Bulgarians","HOT: » Greek Ambassador: Bulgaria is our Most Important Economic and Trade partner in the Region #AmbassadorTalks  Future without carbon emissions - this is the goal of the European Commission for the start of the next decade supported in principle by the majority of European citizens for whom it is important to contribute for protecting the environment. The Green Deal proposed by the European Commission to the national governments aims to ensure clean future by 2050. We still don’t know what the price would be but one thing is clear that it will be higher than we can imagine. In Bulgaria, the Green Deal provoked strong opposition, as its eventual adoption would mean the closing down of coal-fired power plants in the country, which is expected to have a huge negative impact on the economy. Currently, coal-fired power plants in the Maritsa basin alone provide 40% of Bulgaria’s electricity. During the winter months, this number increases to 60%. These are base capacities, and are practically the ‘backbone’ of the Bulgarian energy, and because of their maneuverability and technical characteristics they are most suitable for maintaining the load and balance of our electricity system. Even the most ardent opponents of coal-fired power generation recognize that thermal power plants are of the utmost importance and there is no alternative, at least so far, for the stability of the energy system. All this has prompted the government to announce that it will fight for the maximum extension of the work of the Bulgarian coal-fired power plants. The energy heart of the countryA few hundred kilometers away from the political debate epicenter, the Green Deal is perceived from a completely different angle in Stara Zagora. For the people of the region, coal-fired power plants are their daily life, they are a symbol of prosperity and potential for future development. Tens of thousands connect their families’ livelihoods and well-being to the TPPs and their sustainable operation. ContourGlobal Maritsa East 3 TPP is managed by a foreign investor. It has been modernized and meets the highest EU environmental requirements. Working there is a great career opportunity for hundreds of young engineers from the region. The mark it leaves in the daily life of the people in the town of Galabovo and the surrounding settlements is visible.ContourGlobal Maritsa East 3 TPPIn 2011, the modernized Maritsa East 3 TPP is acquired by the international investor ContourGlobal from the Italian Enel. As a result of the large-scale project for rehabilitation and modernization, the power plant becomes the first TPP in Southeastern Europe to meet the highest environmental requirements and meets 10% of the electricity needs of Bulgaria. Since then, ContourGlobal Maritsa East 3 TPP has surpassed its primary role and has become a professional “haven” for generations of Bulgarians.The past comes to lifeLast year Gennadi Zhambov, External Installations Unit operator at ContourGlobal Maritsa East 3 TPP lead through the power plant’s front gate his father Raicho to show him the changes that occurred at this place of work in a few decades after his retirement. Gennadi admits that his father was extremely excited about what he saw; the big difference between today’s modern TPP and the one he remembers from the black and white photos. This reunion is a friendly smile of destiny to a family that has connected its life path with electricity for half a century. It all started back in the 70sMaritsa East 3 TPPs is put in operation in 1978 with only one energy unit. The construction of the present-day power plant had begun 10 years earlier. This is also the time of the first connection of the Gennadi Zhambov’s family with the coal-fired power plant. My grandmother and grandfather were part of the construction of the complex, and for three generations now my family has been connected to the power plant, he says. Gennadi’s father - Raicho Zhambov, starts work at the power plant immediately after its inauguration. The year is 1976. My father worked at the substation of the power plant. An interesting fact, he started work at the power plant two years before the first director of the TPP was appointed. In those days the practice was to hire the workers first so that the complex can function and only after that appoint the director. Gennadi’s first memories of the plant date since then: Daddy took me to the substation where he worked many times and showed me the grids. I asked him what the wires were for, and he explained to me. I must have been 1st grade at the time, Gennadi recalls with a smile. In the coming years, his mother, Zhelyazka, starts work at the power plant as does his uncle. She is assigned to the Coal Supply department. There is almost no relative of his who is not connected somehow with the operation of the TPP. The choice of the youngest member of the family seems predetermined - in 1991 Gennadi enters the power plant. And so, the Dzhambov family has been part of the power plant for more than three decades. Gennadi is an operator of external facilities and is responsible for the generator, transformer and electrical parts.We energy workers are like the military. Discipline is key for our line of work. This is not just a company that generates power; this is a capacity of significance for our national security. Working at the power plant, we do it with the clear awareness that we work for the well-being of the state and Bulgarian citizens. Frankly, I don’t see how the electricity system will exist without us and without the Maritsa East complex at all, Gennadi shares his opinion. In recent years, the power plant itself has undergone significant technological transformation. More than BGN 1 billion has been invested in the modernization of the existing facilities and the construction of new FGDs, which purify over 96% of the Sulphur dioxide released during the lignite coal combustion process. The new image of the TPP also imposes very high workplace safety standards. It took us some time to adapt, but now everything is all right. Our profession faces many challenges on a daily basis - seriousness of work requires perfectionism in terms of safety measures. We follow strict security protocols; it is our responsibility to prevent accidents and to date we are doing great. There is a very serious employers safety policy in force. On the other hand, we also have a serious commitment to the new recruits. They are the future of energy and we have a responsibility to train them well. They learn at different speeds, but they are all motivated and with a positive attitude, says Dzhambov. Many of the employees at ContourGlobal Maritsa East 3 TPP can share similar family stories to those of Gennadi - they have parents who were part of the power plant or continue to work at the plant. Very often sons work together with their fathers on the same shift, and fathers train their sons. Nearly 500 people work at the power plant, and power generation is a profession of regional importance. When Gennadi took his father to the power plant, Grandpa Raicho was accompanied by his granddaughter, Ralitsa, Gennadi’s 8-year-old daughter. The proud dad and grandfather don’t know what the future holds for her, but hardly anyone would be surprised if she chooses to continue the family tradition. The most important thing at present is the sense of fulfilling a mission - to generate and supply electricity. And this is something that the energy worker families at the power plant have mastered perfectly. We need your support so Novinite.com can keep delivering news and information about Bulgaria! Thank you! Google Street View is again on its way through Bulgaria Bulgaria has the Largest Gray Economy in Europe","BUL","bulgarian",0,0,0,0
"74",211,"https://open.spotify.com/playlist/6abOEUMOecpEWLBxxnU4P6","Keelings tunes for the bulgarians... on Spotify","Strawberry Fields Forever - Remastered 2009 The Beatles ""Where the Strawberry Beds Sweep Down to the Liffey"" (The Ferryman) - Live Noel McLoughlin Blueberry Hill Fats Domino Deportees Paddy Reilly Strawberry Kisses Olivia Herdt, Luv.Ly Strawberry Swing Coldplay Strawberry Blond Mitski Strawberry Peels (feat. Young Thug & Gunna) Lil Uzi Vert, Gunna, Young Thug Strawberry Wine Deana Carter Raspberry Beret Prince Strawberry Swing Coldplay STRAWBERRY TWICE Strawberry Afternoons Lonely Benson Blackberry Way The Move Blackberry Molasses Mista Blueberry Pancakes Fink Raspberry Cough Coletta Raspberry Jam Allah-Las Raspberry Lover Motohiro Hata Day-O (The Banana Boat Song) Harry Belafonte People Before Profit The Afterbeat Sweat for It Dan P and the Bricks Corona Virus Anthem Ajay Stephens Unknown People (Instrumental) Flying Club Blackberry Stone Laura Marling","none","none",0,0,0,0
"75",212,"https://www.bnr.bg/en/post/101258765/over-90-of-the-bulgarians-live-in-own-dwelling","Over 90% of the Bulgarians live in own dwelling"," 91.6% of the Bulgarian households lived in their own dwelling in 2019. Only 5.4% lived in dwelling free of rent and 3% of the households rented homes. 9.7% of the households possess a second home, the national statistics shows. 73% of the rural households and 96.9% of the urban households have toilets inside the dwellings. One-fifth of the homes have central heating. 51.3% of the households have cars and 5.8% of the households have more than one car. 53.8% of the households have computers and 59.5% of the households have Internet connection at home.   ""I believe in the power of real justice, I believe in the standard procedures of parliament and I hope that by following them we will achieve real justice. We shall not allow the prosecution to be used as a bludgeon."" This was what.. On Thursday morning there will be low visibility in the valleys and lowlands. It will be sunny during the day. Clouds will form over the mountains and Western Bulgaria in the afternoon hours with a chance of local showers. The lowest temperatures.. Relatives of people who died in road accidents staged a protest in front of the Sofia Court House and later in front of the National Assembly. The protest began with a minute's silence in memory of the perished. Protesters called for legislative..     The chairman of the State Agency for National Security (SANS) Plamen Tonchev announced at his hearing in the parliament today about an established case.. The caretaker cabinet is proposing, to the National Assembly, an extension of the budget 2022 extension law, until a new state budget for the current.. The Supreme Administrative Court of Bulgaria has definitively refused Russian opposition activist and opponent of Russia’s war against Ukraine.. english@bnr.bg +359 2 9336 661 ","BUL","bulgarian",0,0,0,0
"76",213,"https://www.youtube.com/watch?v=6Oj27aAx3AY","Bulgarians witness biggest building demolition since 2003","","BUL","bulgarian",0,0,0,0
"77",227,"https://www.economic.bg/bg/news/12/there-are-incentives-for-the-long-term-return-of-bulgarians-from-abroad.html","There are incentives for the long-term return of Bulgarians from abroad","Снимка: Economy Magazine    Следвай ни в социалните мрежи","BUL","bulgarian",0,0,0,0
"78",230,"https://bnr.bg/en/post/101262369/bulgaria-checks-information-about-pirate-attack-against-ship-with-bulgarians-onboard","Bulgaria checks information about pirate attack against ship with Bulgarians onboard"," In connection with publications that Bulgarian sailors were onboard the containership attacked by pirates in the region of Cotonou, Benin, the Bulgarian Ministry of Foreign Affairs informs that the closest located Bulgarian Embassy in Abuja, Nigeria, has not been informed about such accident. Bulgaria’s interim Consul in Abuja Georgi Yovchevski was instructed to check this information. Alexander Todorov from maritime.bg website told BNR that according to information of London-based agency for maritime security, negotiations are currently being held with the pirates.   ""I believe in the power of real justice, I believe in the standard procedures of parliament and I hope that by following them we will achieve real justice. We shall not allow the prosecution to be used as a bludgeon."" This was what.. On Thursday morning there will be low visibility in the valleys and lowlands. It will be sunny during the day. Clouds will form over the mountains and Western Bulgaria in the afternoon hours with a chance of local showers. The lowest temperatures.. Relatives of people who died in road accidents staged a protest in front of the Sofia Court House and later in front of the National Assembly. The protest began with a minute's silence in memory of the perished. Protesters called for legislative..     The chairman of the State Agency for National Security (SANS) Plamen Tonchev announced at his hearing in the parliament today about an established case.. The caretaker cabinet is proposing, to the National Assembly, an extension of the budget 2022 extension law, until a new state budget for the current.. The Supreme Administrative Court of Bulgaria has definitively refused Russian opposition activist and opponent of Russia’s war against Ukraine.. english@bnr.bg +359 2 9336 661 ","none","bulgarian",0,0,0,0
"79",235,"https://bnr.bg/en/post/101282271/less-than-30-of-the-bulgarians-live-in-the-villages","Less than 30% of the Bulgarians live in the villages"," At the end of 2019, there were 171 villages in Bulgaria with no residents. 446 villages have a population of less than 9 residents, the national statistics shows. Highest number of depopulated villages was reported in the mountain region of Gabrovo-182, followed by Veliko Tarnovo district (143 depopulated villages) and Kardzhali district (39 villages with no residents). There are 257 towns and 4,998 villages in Bulgaria. Sveti Konstantin located in Pazardzhik district entered the list of Bulgarian villages last year. 722 Bulgarian villages have population between 101 and 200 residents. Lozen located near the capital Sofia is the most populous Bulgarian village-6,168 residents. It has more residents than 145 Bulgarian towns. Melnik is the smallest town in Bulgaria. It has a population of only 177 residents.   ""I believe in the power of real justice, I believe in the standard procedures of parliament and I hope that by following them we will achieve real justice. We shall not allow the prosecution to be used as a bludgeon."" This was what.. On Thursday morning there will be low visibility in the valleys and lowlands. It will be sunny during the day. Clouds will form over the mountains and Western Bulgaria in the afternoon hours with a chance of local showers. The lowest temperatures.. Relatives of people who died in road accidents staged a protest in front of the Sofia Court House and later in front of the National Assembly. The protest began with a minute's silence in memory of the perished. Protesters called for legislative..     The chairman of the State Agency for National Security (SANS) Plamen Tonchev announced at his hearing in the parliament today about an established case.. The caretaker cabinet is proposing, to the National Assembly, an extension of the budget 2022 extension law, until a new state budget for the current.. The Supreme Administrative Court of Bulgaria has definitively refused Russian opposition activist and opponent of Russia’s war against Ukraine.. english@bnr.bg +359 2 9336 661 ","BUL","bulgarian",0,0,0,0
